EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM330,47,46-55,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,4,Male,42,3,5,Research Director,3,Married,18300,15k+,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1.0
RM532,32,26-35,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,3,Female,39,3,3,Research Director,4,Single,11159,10k-15k,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7.0
RM968,40,36-45,No,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,1361,2,Male,88,3,1,Laboratory Technician,2,Married,2387,Upto 5k,6762,3,Y,No,22,4,3,80,1,7,3,3,4,2,0,3.0
RM1398,54,46-55,No,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,1969,1,Female,67,3,2,Research Scientist,3,Married,2897,Upto 5k,22474,3,Y,No,11,3,3,80,2,9,6,2,4,3,2,3.0
RM039,36,36-45,No,Travel_Rarely,852,Research & Development,5,4,Life Sciences,1,51,2,Female,82,2,1,Research Scientist,1,Married,3419,Upto 5k,13072,9,Y,Yes,14,3,4,80,1,6,3,4,1,1,0,0.0
RM762,36,36-45,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,Upto 5k,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0.0
RM1207,26,26-35,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570,Upto 5k,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7.0
RM924,34,26-35,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,3,Male,56,2,2,Human Resources,2,Married,4490,Upto 5k,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8.0
RM911,23,18-25,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4,Male,47,3,1,Research Scientist,3,Married,1223,Upto 5k,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1.0
RM1208,55,46-55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2,Divorced,3537,Upto 5k,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2.0
RM853,29,26-35,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,Upto 5k,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8.0
RM1332,48,46-55,No,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,1,1867,4,Male,91,2,5,Research Director,2,Married,19665,15k+,13583,4,Y,No,12,3,4,80,0,29,3,3,22,10,12,9.0
RM167,41,36-45,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451,Upto 5k,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8.0
RM687,41,36-45,No,Travel_Rarely,263,Research & Development,6,3,Medical,1,957,4,Male,59,3,1,Laboratory Technician,1,Single,4721,Upto 5k,3119,2,Y,Yes,13,3,3,80,0,20,3,3,18,13,2,17.0
RM1302,58,55+,No,Non-Travel,350,Sales,2,3,Medical,1,1824,2,Male,52,3,4,Manager,2,Divorced,16291,15k+,22577,4,Y,No,22,4,4,80,1,37,0,2,16,9,14,14.0
RM962,35,26-35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,1350,3,Male,87,3,2,Research Scientist,3,Single,4249,Upto 5k,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1.0
RM087,23,18-25,No,Travel_Rarely,541,Sales,2,1,Technical Degree,1,113,3,Male,62,3,1,Sales Representative,1,Divorced,2322,Upto 5k,9518,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0.0
RM657,32,26-35,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,911,1,Male,87,3,1,Laboratory Technician,4,Single,2795,Upto 5k,18016,1,Y,Yes,24,4,3,80,0,1,2,1,1,0,0,1.0
RM198,42,36-45,No,Non-Travel,926,Research & Development,21,2,Medical,1,270,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,5k-10k,16439,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2.0
RM1342,31,26-35,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,1881,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,Upto 5k,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2.0
RM722,50,46-55,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,1005,4,Male,95,3,4,Manufacturing Director,3,Married,13973,10k-15k,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5.0
RM944,46,46-55,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,4,Female,44,3,1,Human Resources,1,Single,3423,Upto 5k,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7.0
RM1325,29,26-35,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,5k-10k,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6.0
RM1277,37,36-45,No,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,4189,Upto 5k,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3.0
RM774,36,36-45,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,5k-10k,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8.0
RM757,32,26-35,No,Non-Travel,1109,Research & Development,29,4,Medical,1,1046,4,Female,69,3,1,Laboratory Technician,3,Single,4025,Upto 5k,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7.0
RM054,35,26-35,No,Non-Travel,1097,Research & Development,11,2,Medical,1,70,3,Male,79,2,3,Healthcare Representative,1,Married,9884,5k-10k,8302,2,Y,Yes,13,3,3,80,1,10,3,3,4,0,2,3.0
RM157,51,46-55,No,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132,5k-10k,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0.0
RM469,52,46-55,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,4,Male,78,3,2,Research Scientist,1,Divorced,5577,5k-10k,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9.0
RM394,34,26-35,No,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,Female,72,3,2,Sales Executive,3,Married,6538,5k-10k,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2.0
RM410,42,36-45,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556,Upto 5k,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2.0
RM244,40,36-45,No,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,335,1,Male,62,3,2,Research Scientist,4,Divorced,3319,Upto 5k,24447,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7.0
RM268,25,18-25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,1,369,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,Upto 5k,18384,1,Y,No,12,3,4,80,2,6,2,3,6,3,1,5.0
RM216,41,36-45,No,Travel_Rarely,896,Sales,6,3,Life Sciences,1,298,4,Female,75,3,3,Manager,4,Single,13591,10k-15k,14674,3,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0.0
RM212,30,26-35,No,Non-Travel,829,Research & Development,1,1,Life Sciences,1,292,3,Male,88,2,3,Manufacturing Director,3,Single,8474,5k-10k,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8.0
RM1226,45,36-45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,16704,15k+,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6.0
RM792,35,26-35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,86,3,3,Sales Executive,1,Single,9582,5k-10k,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7.0
RM1280,44,36-45,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,Male,99,3,1,Research Scientist,2,Divorced,2342,Upto 5k,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3.0
RM1432,32,26-35,No,Travel_Rarely,801,Sales,1,4,Marketing,1,2016,3,Female,48,3,3,Sales Executive,4,Married,10422,10k-15k,24032,1,Y,No,19,3,3,80,2,14,3,3,14,10,5,7.0
RM564,25,18-25,No,Travel_Rarely,883,Sales,26,1,Medical,1,781,3,Female,32,3,2,Sales Executive,4,Single,6180,5k-10k,22807,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4.0
RM949,30,26-35,No,Travel_Rarely,634,Research & Development,17,4,Medical,1,1321,2,Female,95,3,3,Manager,1,Married,11916,10k-15k,25927,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8.0
RM1043,44,36-45,No,Non-Travel,981,Research & Development,5,3,Life Sciences,1,1471,3,Male,90,2,1,Laboratory Technician,3,Single,3162,Upto 5k,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3.0
RM1215,44,36-45,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879,5k-10k,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7.0
RM1097,40,36-45,No,Travel_Rarely,898,Human Resources,6,2,Medical,1,1550,3,Male,38,3,4,Manager,4,Single,16437,15k+,17381,1,Y,Yes,21,4,4,80,0,21,2,3,21,7,7,7.0
RM156,29,26-35,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,Upto 5k,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9.0
RM593,47,46-55,No,Travel_Rarely,202,Research & Development,2,2,Other,1,820,3,Female,33,3,4,Manager,4,Married,16752,15k+,12982,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0.0
RM676,31,26-35,No,Travel_Rarely,154,Sales,7,4,Life Sciences,1,941,2,Male,41,2,1,Sales Representative,3,Married,2329,Upto 5k,11737,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2.0
RM448,35,26-35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,600,2,Male,85,3,2,Sales Executive,3,Married,4717,Upto 5k,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9.0
RM428,60,55+,No,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,3,Female,80,2,3,Sales Executive,1,Married,10266,10k-15k,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11.0
RM545,47,46-55,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10k-15k,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13.0
RM1081,46,46-55,No,Travel_Rarely,228,Sales,3,3,Life Sciences,1,1527,3,Female,51,3,4,Manager,2,Married,16606,15k+,11380,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1.0
RM1183,36,36-45,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374,Upto 5k,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2.0
RM1429,32,26-35,No,Travel_Rarely,234,Sales,1,4,Medical,1,2013,2,Male,68,2,1,Sales Representative,2,Married,2269,Upto 5k,18024,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,2.0
RM999,26,26-35,No,Travel_Rarely,683,Research & Development,2,1,Medical,1,1407,1,Male,36,2,1,Research Scientist,4,Single,3904,Upto 5k,4050,0,Y,No,12,3,4,80,0,5,2,3,4,3,1,1.0
RM1457,35,26-35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,2049,3,Male,80,3,2,Healthcare Representative,3,Married,5689,5k-10k,24594,1,Y,Yes,14,3,4,80,2,10,2,4,10,2,0,2.0
RM926,42,36-45,No,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292,2,Female,78,4,2,Research Scientist,2,Married,2372,Upto 5k,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0.0
RM1107,30,26-35,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1,1562,2,Male,64,2,2,Sales Executive,1,Married,9714,5k-10k,5323,1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7.0
RM1324,28,26-35,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1,1858,3,Male,43,3,1,Human Resources,4,Divorced,2706,Upto 5k,10494,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2.0
RM958,40,36-45,No,Non-Travel,458,Research & Development,16,2,Life Sciences,1,1340,3,Male,74,3,1,Research Scientist,3,Divorced,3544,Upto 5k,8532,9,Y,No,16,3,2,80,1,6,0,3,4,2,0,0.0
RM412,60,55+,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,1,Female,41,3,5,Manager,1,Married,19566,15k+,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10.0
RM1443,29,26-35,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,1,2027,1,Male,36,3,1,Research Scientist,4,Married,4787,Upto 5k,26124,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2.0
RM1132,34,26-35,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,1597,4,Male,92,2,2,Healthcare Representative,3,Married,5063,5k-10k,15332,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7.0
RM423,19,18-25,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,1,Male,52,2,1,Human Resources,4,Single,2564,Upto 5k,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0.0
RM426,50,46-55,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,Married,17046,15k+,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7.0
RM551,23,18-25,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,2,Male,37,3,1,Laboratory Technician,1,Married,2500,Upto 5k,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2.0
RM1185,54,46-55,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,2,Female,91,3,4,Manager,3,Married,17426,15k+,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7.0
RM580,34,26-35,No,Travel_Rarely,121,Research & Development,2,4,Medical,1,804,3,Female,86,2,1,Research Scientist,1,Single,4381,Upto 5k,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3.0
RM650,53,46-55,No,Travel_Rarely,102,Research & Development,23,4,Life Sciences,1,901,4,Female,72,3,4,Research Director,4,Single,14275,10k-15k,20206,6,Y,No,18,3,3,80,0,33,0,3,12,9,3,8.0
RM083,55,46-55,No,Travel_Rarely,111,Sales,1,2,Life Sciences,1,106,1,Male,70,3,3,Sales Executive,4,Married,10239,10k-15k,18092,3,Y,No,14,3,4,80,1,24,4,3,1,0,1,0.0
RM1060,35,26-35,No,Travel_Rarely,660,Sales,7,1,Life Sciences,1,1492,4,Male,76,3,1,Sales Representative,3,Married,2404,Upto 5k,16192,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0.0
RM721,30,26-35,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1004,1,Female,48,3,1,Research Scientist,3,Married,2132,Upto 5k,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1.0
RM1017,31,26-35,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1433,1,Female,34,2,1,Research Scientist,2,Single,1261,Upto 5k,22262,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0.0
RM1084,40,36-45,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1,1534,4,Male,86,3,1,Laboratory Technician,1,Single,2018,Upto 5k,21831,3,Y,No,14,3,2,80,0,15,3,1,5,4,1,0.0
RM1350,26,26-35,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,1893,2,Female,90,2,1,Research Scientist,3,Married,2933,Upto 5k,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0.0
RM200,38,36-45,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,273,4,Male,54,3,2,Manufacturing Director,4,Married,6261,5k-10k,4185,3,Y,No,18,3,1,80,1,9,3,1,7,7,1,7.0
RM1040,34,26-35,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1467,1,Female,52,3,1,Human Resources,3,Married,2742,Upto 5k,3072,1,Y,No,15,3,4,80,0,2,0,3,2,2,2,2.0
RM861,22,18-25,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,3,Male,48,2,1,Research Scientist,4,Married,2853,Upto 5k,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0.0
RM685,40,36-45,No,Travel_Rarely,658,Sales,10,4,Marketing,1,954,1,Male,67,2,3,Sales Executive,2,Divorced,9705,5k-10k,20652,2,Y,No,12,3,2,80,1,11,2,2,1,0,0,0.0
RM342,38,36-45,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,461,3,Male,92,2,3,Research Director,4,Divorced,11510,10k-15k,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9.0
RM1333,29,26-35,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,1868,4,Male,73,2,1,Research Scientist,4,Single,2439,Upto 5k,14753,1,Y,Yes,24,4,2,80,0,1,3,2,1,0,1,0.0
RM1148,49,46-55,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,84,3,1,Laboratory Technician,1,Married,3211,Upto 5k,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4.0
RM338,29,26-35,No,Travel_Rarely,738,Research & Development,9,5,Other,1,455,2,Male,30,2,1,Laboratory Technician,4,Single,3983,Upto 5k,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2.0
RM072,29,26-35,No,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,94,3,Male,76,3,1,Research Scientist,2,Married,2703,Upto 5k,4956,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,
RM1012,36,36-45,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,99,3,2,Sales Executive,2,Single,9278,5k-10k,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1.0
RM1338,28,26-35,No,Travel_Rarely,1172,Sales,3,3,Medical,1,1875,2,Female,78,3,1,Sales Representative,2,Married,2856,Upto 5k,3692,1,Y,No,19,3,4,80,1,1,3,3,1,0,0,0.0
RM134,41,36-45,No,Travel_Rarely,802,Sales,9,1,Life Sciences,1,176,3,Male,96,3,3,Sales Executive,3,Divorced,8189,5k-10k,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7.0
RM1348,36,36-45,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,1890,2,Male,94,2,2,Human Resources,4,Single,3886,Upto 5k,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8.0
RM488,20,18-25,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,4,Female,83,2,1,Research Scientist,2,Single,2836,Upto 5k,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0.0
RM1361,31,26-35,No,Travel_Rarely,471,Research & Development,4,3,Medical,1,1916,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978,Upto 5k,16031,8,Y,No,12,3,2,80,1,4,0,2,2,2,2,2.0
RM111,51,46-55,No,Travel_Frequently,1456,Research & Development,1,4,Medical,1,145,1,Female,30,2,3,Healthcare Representative,1,Single,7484,5k-10k,25796,3,Y,No,20,4,3,80,0,23,1,2,13,12,12,8.0
RM155,32,26-35,No,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,Sales Executive,4,Single,8998,5k-10k,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7.0
RM1271,34,26-35,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779,4,Female,32,1,2,Sales Executive,4,Single,6029,5k-10k,25353,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2.0
RM202,49,46-55,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,275,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,5k-10k,23793,1,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7.0
RM1160,39,36-45,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,Female,81,3,2,Manufacturing Director,3,Single,5042,5k-10k,3140,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8.0
RM176,56,55+,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257,Upto 5k,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2.0
RM350,29,26-35,No,Non-Travel,746,Sales,2,3,Life Sciences,1,469,4,Male,61,3,2,Sales Executive,3,Married,4649,Upto 5k,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2.0
RM398,25,18-25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single,4487,Upto 5k,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3.0
RM1051,42,36-45,No,Travel_Frequently,748,Research & Development,9,2,Medical,1,1480,1,Female,74,3,1,Laboratory Technician,4,Single,3673,Upto 5k,16458,1,Y,No,13,3,3,80,0,12,3,3,12,9,5,8.0
RM850,43,36-45,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3,Single,5346,5k-10k,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3.0
RM259,51,46-55,No,Travel_Rarely,833,Research & Development,1,3,Life Sciences,1,353,3,Male,96,3,1,Research Scientist,4,Married,2723,Upto 5k,23231,1,Y,No,11,3,2,80,0,1,0,2,1,0,0,
RM1174,36,36-45,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008,5k-10k,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2.0
RM768,37,36-45,No,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107,Upto 5k,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1.0
RM222,33,26-35,No,Travel_Rarely,147,Research & Development,4,4,Medical,1,305,3,Female,47,2,1,Research Scientist,2,Married,2622,Upto 5k,13248,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1.0
RM785,38,36-45,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823,5k-10k,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9.0
RM898,59,55+,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,Female,48,2,2,Sales Executive,4,Single,5171,5k-10k,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5.0
RM106,59,55+,No,Non-Travel,1420,Human Resources,2,4,Human Resources,1,140,3,Female,32,2,5,Manager,4,Married,18844,15k+,21922,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2.0
RM169,38,36-45,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,59,2,2,Sales Executive,4,Single,8686,5k-10k,12930,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7.0
RM808,38,36-45,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5k-10k,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7.0
RM1396,31,26-35,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,1,Male,63,3,2,Sales Executive,4,Married,5617,5k-10k,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8.0
RM1441,36,36-45,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,5k-10k,9192,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2.0
RM210,46,46-55,No,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,5k-10k,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,
RM099,58,55+,No,Travel_Rarely,682,Sales,10,4,Medical,1,131,4,Male,37,3,4,Sales Executive,3,Single,13872,10k-15k,24409,0,Y,No,13,3,3,80,0,38,1,2,37,10,1,8.0
RM529,50,46-55,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,2,Male,50,3,2,Sales Executive,3,Married,6796,5k-10k,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3.0
RM473,37,36-45,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447,5k-10k,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3.0
RM693,32,26-35,No,Travel_Rarely,498,Research & Development,3,4,Medical,1,966,3,Female,93,3,2,Manufacturing Director,1,Married,6725,5k-10k,13554,1,Y,No,12,3,3,80,1,8,2,4,8,7,6,3.0
RM1421,41,36-45,No,Travel_Rarely,642,Research & Development,1,3,Life Sciences,1,1999,4,Male,76,3,1,Research Scientist,4,Married,2782,Upto 5k,21412,3,Y,No,22,4,1,80,1,12,3,3,5,3,1,0.0
RM686,26,26-35,No,Travel_Frequently,1283,Sales,1,3,Medical,1,956,3,Male,52,2,2,Sales Executive,1,Single,4294,Upto 5k,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7.0
RM1003,35,26-35,No,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,1412,3,Male,60,3,3,Manufacturing Director,4,Single,9362,5k-10k,19944,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2.0
RM917,46,46-55,No,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,Female,33,2,5,Manager,2,Married,18789,15k+,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8.0
RM829,18,18-25,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904,Upto 5k,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0.0
RM362,40,36-45,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,4,Female,46,4,1,Laboratory Technician,3,Married,2213,Upto 5k,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,
